,train_acc,Test_acc
Logistic_wine,1.0,0.9895833333333334
KNN_wine,0.9487179487179487,0.9791666666666666
DT_wine,0.9658119658119658,0.8958333333333334
RF_wine,0.9743589743589743,0.9791666666666666
